"region","type","date","locations","rooms","rooms_capacity"
"Region Hovedstaden","Hoteller og Feriecentre i alt","1993-03-01",122,11471,48
"Region Hovedstaden","Hoteller og Feriecentre i alt","1993-04-01",137,12314,44
"Region Hovedstaden","Hoteller og Feriecentre i alt","1993-05-01",161,13392,61
"Region Hovedstaden","Hoteller og Feriecentre i alt","1993-06-01",163,13405,72
"Region Hovedstaden","Hoteller og Feriecentre i alt","1993-07-01",167,13457,70
"Region Hovedstaden","Hoteller og Feriecentre i alt","1993-08-01",162,13318,74
"Region Hovedstaden","Hoteller og Feriecentre i alt","1993-09-01",161,13314,67
"Region Hovedstaden","Hoteller og Feriecentre i alt","1993-10-01",133,12236,50
"Region Hovedstaden","Hoteller og Feriecentre i alt","1993-11-01",117,11213,52
"Region Hovedstaden","Hoteller og Feriecentre i alt","1993-12-01",116,11115,36
"Region Hovedstaden","Hoteller og Feriecentre i alt","1994-01-01",114,10869,38
"Region Hovedstaden","Hoteller og Feriecentre i alt","1994-02-01",113,10934,43
"Region Hovedstaden","Hoteller og Feriecentre i alt","1994-03-01",124,11743,43
"Region Hovedstaden","Hoteller og Feriecentre i alt","1994-04-01",136,12416,47
"Region Hovedstaden","Hoteller og Feriecentre i alt","1994-05-01",161,13392,65
"Region Hovedstaden","Hoteller og Feriecentre i alt","1994-06-01",164,13446,75
"Region Hovedstaden","Hoteller og Feriecentre i alt","1994-07-01",167,13483,69
"Region Hovedstaden","Hoteller og Feriecentre i alt","1994-08-01",164,13431,78
"Region Hovedstaden","Hoteller og Feriecentre i alt","1994-09-01",162,13436,69
"Region Hovedstaden","Hoteller og Feriecentre i alt","1994-10-01",132,12144,54
"Region Hovedstaden","Hoteller og Feriecentre i alt","1994-11-01",119,11491,55
"Region Hovedstaden","Hoteller og Feriecentre i alt","1994-12-01",115,11101,41
"Region Hovedstaden","Hoteller og Feriecentre i alt","1995-01-01",116,11105,41
"Region Hovedstaden","Hoteller og Feriecentre i alt","1995-02-01",115,11023,47
"Region Hovedstaden","Hoteller og Feriecentre i alt","1995-03-01",120,11450,58
"Region Hovedstaden","Hoteller og Feriecentre i alt","1995-04-01",133,12241,50
"Region Hovedstaden","Hoteller og Feriecentre i alt","1995-05-01",155,12976,67
"Region Hovedstaden","Hoteller og Feriecentre i alt","1995-06-01",157,13153,73
"Region Hovedstaden","Hoteller og Feriecentre i alt","1995-07-01",161,13221,67
"Region Hovedstaden","Hoteller og Feriecentre i alt","1995-08-01",158,12994,76
"Region Hovedstaden","Hoteller og Feriecentre i alt","1995-09-01",155,13003,68
"Region Hovedstaden","Hoteller og Feriecentre i alt","1995-10-01",129,11835,60
"Region Hovedstaden","Hoteller og Feriecentre i alt","1995-11-01",117,11212,60
"Region Hovedstaden","Hoteller og Feriecentre i alt","1995-12-01",114,11010,41
"Region Hovedstaden","Hoteller og Feriecentre i alt","1996-01-01",113,11050,43
"Region Hovedstaden","Hoteller og Feriecentre i alt","1996-02-01",115,11219,49
"Region Hovedstaden","Hoteller og Feriecentre i alt","1996-03-01",122,11717,54
"Region Hovedstaden","Hoteller og Feriecentre i alt","1996-04-01",131,12151,56
"Region Hovedstaden","Hoteller og Feriecentre i alt","1996-05-01",154,12994,71
"Region Hovedstaden","Hoteller og Feriecentre i alt","1996-06-01",156,13185,78
"Region Hovedstaden","Hoteller og Feriecentre i alt","1996-07-01",159,13198,78
"Region Hovedstaden","Hoteller og Feriecentre i alt","1996-08-01",156,13127,84
"Region Hovedstaden","Hoteller og Feriecentre i alt","1996-09-01",154,13145,72
"Region Hovedstaden","Hoteller og Feriecentre i alt","1996-10-01",129,12174,64
"Region Hovedstaden","Hoteller og Feriecentre i alt","1996-11-01",118,11449,65
"Region Hovedstaden","Hoteller og Feriecentre i alt","1996-12-01",114,11007,43
"Region Hovedstaden","Hoteller og Feriecentre i alt","1997-01-01",114,11038,44
"Region Hovedstaden","Hoteller og Feriecentre i alt","1997-02-01",116,11159,51
"Region Hovedstaden","Hoteller og Feriecentre i alt","1997-03-01",125,11856,50
"Region Hovedstaden","Hoteller og Feriecentre i alt","1997-04-01",136,12393,55
"Region Hovedstaden","Hoteller og Feriecentre i alt","1997-05-01",153,13086,69
"Region Hovedstaden","Hoteller og Feriecentre i alt","1997-06-01",154,13113,77
"Region Hovedstaden","Hoteller og Feriecentre i alt","1997-07-01",156,13169,81
"Region Hovedstaden","Hoteller og Feriecentre i alt","1997-08-01",153,13119,85
"Region Hovedstaden","Hoteller og Feriecentre i alt","1997-09-01",150,13042,75
"Region Hovedstaden","Hoteller og Feriecentre i alt","1997-10-01",128,12093,64
"Region Hovedstaden","Hoteller og Feriecentre i alt","1997-11-01",119,11634,61
"Region Hovedstaden","Hoteller og Feriecentre i alt","1997-12-01",113,11126,46
"Region Hovedstaden","Hoteller og Feriecentre i alt","1998-01-01",115,11081,46
"Region Hovedstaden","Hoteller og Feriecentre i alt","1998-02-01",117,11207,53
"Region Hovedstaden","Hoteller og Feriecentre i alt","1998-03-01",119,11368,58
"Region Hovedstaden","Hoteller og Feriecentre i alt","1998-04-01",130,12203,52
"Region Hovedstaden","Hoteller og Feriecentre i alt","1998-05-01",150,13091,60
"Region Hovedstaden","Hoteller og Feriecentre i alt","1998-06-01",152,13228,80
"Region Hovedstaden","Hoteller og Feriecentre i alt","1998-07-01",155,13299,78
"Region Hovedstaden","Hoteller og Feriecentre i alt","1998-08-01",153,13250,84
"Region Hovedstaden","Hoteller og Feriecentre i alt","1998-09-01",150,13172,74
"Region Hovedstaden","Hoteller og Feriecentre i alt","1998-10-01",129,12234,65
"Region Hovedstaden","Hoteller og Feriecentre i alt","1998-11-01",117,11414,66
"Region Hovedstaden","Hoteller og Feriecentre i alt","1998-12-01",112,11001,50
"Region Hovedstaden","Hoteller og Feriecentre i alt","1999-01-01",111,10911,48
"Region Hovedstaden","Hoteller og Feriecentre i alt","1999-02-01",114,11206,58
"Region Hovedstaden","Hoteller og Feriecentre i alt","1999-03-01",120,11654,59
"Region Hovedstaden","Hoteller og Feriecentre i alt","1999-04-01",127,12086,56
"Region Hovedstaden","Hoteller og Feriecentre i alt","1999-05-01",150,13534,66
"Region Hovedstaden","Hoteller og Feriecentre i alt","1999-06-01",151,13543,80
"Region Hovedstaden","Hoteller og Feriecentre i alt","1999-07-01",152,13540,75
"Region Hovedstaden","Hoteller og Feriecentre i alt","1999-08-01",152,13572,81
"Region Hovedstaden","Hoteller og Feriecentre i alt","1999-09-01",150,13516,73
"Region Hovedstaden","Hoteller og Feriecentre i alt","1999-10-01",129,12690,61
"Region Hovedstaden","Hoteller og Feriecentre i alt","1999-11-01",119,11867,66
"Region Hovedstaden","Hoteller og Feriecentre i alt","1999-12-01",114,11568,47
"Region Hovedstaden","Hoteller og Feriecentre i alt","2000-01-01",115,11830,46
"Region Hovedstaden","Hoteller og Feriecentre i alt","2000-02-01",114,11622,54
"Region Hovedstaden","Hoteller og Feriecentre i alt","2000-03-01",116,11775,59
"Region Hovedstaden","Hoteller og Feriecentre i alt","2000-04-01",129,12495,57
"Region Hovedstaden","Hoteller og Feriecentre i alt","2000-05-01",151,13711,72
"Region Hovedstaden","Hoteller og Feriecentre i alt","2000-06-01",152,13757,77
"Region Hovedstaden","Hoteller og Feriecentre i alt","2000-07-01",157,14084,83
"Region Hovedstaden","Hoteller og Feriecentre i alt","2000-08-01",155,14045,84
"Region Hovedstaden","Hoteller og Feriecentre i alt","2000-09-01",153,13990,75
"Region Hovedstaden","Hoteller og Feriecentre i alt","2000-10-01",131,12865,69
"Region Hovedstaden","Hoteller og Feriecentre i alt","2000-11-01",123,12340,70
"Region Hovedstaden","Hoteller og Feriecentre i alt","2000-12-01",120,12117,52
"Region Hovedstaden","Hoteller og Feriecentre i alt","2001-01-01",119,12000,48
"Region Hovedstaden","Hoteller og Feriecentre i alt","2001-02-01",122,12477,55
"Region Hovedstaden","Hoteller og Feriecentre i alt","2001-03-01",125,12729,60
"Region Hovedstaden","Hoteller og Feriecentre i alt","2001-04-01",139,13678,55
"Region Hovedstaden","Hoteller og Feriecentre i alt","2001-05-01",156,14519,70
"Region Hovedstaden","Hoteller og Feriecentre i alt","2001-06-01",157,14545,76
"Region Hovedstaden","Hoteller og Feriecentre i alt","2001-07-01",160,14640,76
"Region Hovedstaden","Hoteller og Feriecentre i alt","2001-08-01",159,14612,83
"Region Hovedstaden","Hoteller og Feriecentre i alt","2001-09-01",157,14920,73
"Region Hovedstaden","Hoteller og Feriecentre i alt","2001-10-01",135,13884,61
"Region Hovedstaden","Hoteller og Feriecentre i alt","2001-11-01",123,13110,63
"Region Hovedstaden","Hoteller og Feriecentre i alt","2001-12-01",123,13117,43
"Region Hovedstaden","Hoteller og Feriecentre i alt","2002-01-01",127,13365,43
"Region Hovedstaden","Hoteller og Feriecentre i alt","2002-02-01",126,13342,50
"Region Hovedstaden","Hoteller og Feriecentre i alt","2002-03-01",132,13706,49
"Region Hovedstaden","Hoteller og Feriecentre i alt","2002-04-01",140,14232,57
"Region Hovedstaden","Hoteller og Feriecentre i alt","2002-05-01",163,15458,66
"Region Hovedstaden","Hoteller og Feriecentre i alt","2002-06-01",165,15516,69
"Region Hovedstaden","Hoteller og Feriecentre i alt","2002-07-01",166,15544,75
"Region Hovedstaden","Hoteller og Feriecentre i alt","2002-08-01",165,15516,75
"Region Hovedstaden","Hoteller og Feriecentre i alt","2002-09-01",164,15490,72
"Region Hovedstaden","Hoteller og Feriecentre i alt","2002-10-01",140,14397,62
"Region Hovedstaden","Hoteller og Feriecentre i alt","2002-11-01",130,13755,66
"Region Hovedstaden","Hoteller og Feriecentre i alt","2002-12-01",130,13664,48
"Region Hovedstaden","Hoteller og Feriecentre i alt","2003-01-01",125,13404,41
"Region Hovedstaden","Hoteller og Feriecentre i alt","2003-02-01",126,13481,48
"Region Hovedstaden","Hoteller og Feriecentre i alt","2003-03-01",131,13911,48
"Region Hovedstaden","Hoteller og Feriecentre i alt","2003-04-01",144,14512,48
"Region Hovedstaden","Hoteller og Feriecentre i alt","2003-05-01",161,15456,64
"Region Hovedstaden","Hoteller og Feriecentre i alt","2003-06-01",162,15482,65
"Region Hovedstaden","Hoteller og Feriecentre i alt","2003-07-01",163,15847,69
"Region Hovedstaden","Hoteller og Feriecentre i alt","2003-08-01",164,15982,75
"Region Hovedstaden","Hoteller og Feriecentre i alt","2003-09-01",166,16214,68
"Region Hovedstaden","Hoteller og Feriecentre i alt","2003-10-01",143,15127,55
"Region Hovedstaden","Hoteller og Feriecentre i alt","2003-11-01",133,14509,63
"Region Hovedstaden","Hoteller og Feriecentre i alt","2003-12-01",132,14481,43
"Region Hovedstaden","Hoteller og Feriecentre i alt","2004-01-01",130,14244,39
"Region Hovedstaden","Hoteller og Feriecentre i alt","2004-02-01",130,14253,49
"Region Hovedstaden","Hoteller og Feriecentre i alt","2004-03-01",134,14540,53
"Region Hovedstaden","Hoteller og Feriecentre i alt","2004-04-01",144,15147,50
"Region Hovedstaden","Hoteller og Feriecentre i alt","2004-05-01",164,16099,64
"Region Hovedstaden","Hoteller og Feriecentre i alt","2004-06-01",165,16157,75
"Region Hovedstaden","Hoteller og Feriecentre i alt","2004-07-01",166,16398,71
"Region Hovedstaden","Hoteller og Feriecentre i alt","2004-08-01",167,16547,78
"Region Hovedstaden","Hoteller og Feriecentre i alt","2004-09-01",166,16462,69
"Region Hovedstaden","Hoteller og Feriecentre i alt","2004-10-01",147,15568,56
"Region Hovedstaden","Hoteller og Feriecentre i alt","2004-11-01",136,14906,66
"Region Hovedstaden","Hoteller og Feriecentre i alt","2004-12-01",133,14797,46
"Region Hovedstaden","Hoteller og Feriecentre i alt","2005-01-01",129,14562,41
"Region Hovedstaden","Hoteller og Feriecentre i alt","2005-02-01",129,14562,49
"Region Hovedstaden","Hoteller og Feriecentre i alt","2005-03-01",134,14877,51
"Region Hovedstaden","Hoteller og Feriecentre i alt","2005-04-01",141,15341,63
"Region Hovedstaden","Hoteller og Feriecentre i alt","2005-05-01",159,16250,66
"Region Hovedstaden","Hoteller og Feriecentre i alt","2005-06-01",161,16381,75
"Region Hovedstaden","Hoteller og Feriecentre i alt","2005-07-01",161,16306,71
"Region Hovedstaden","Hoteller og Feriecentre i alt","2005-08-01",162,16368,81
"Region Hovedstaden","Hoteller og Feriecentre i alt","2005-09-01",162,16456,78
"Region Hovedstaden","Hoteller og Feriecentre i alt","2005-10-01",145,15731,64
"Region Hovedstaden","Hoteller og Feriecentre i alt","2005-11-01",133,14958,66
"Region Hovedstaden","Hoteller og Feriecentre i alt","2005-12-01",133,14918,50
"Region Hovedstaden","Hoteller og Feriecentre i alt","2006-01-01",124,14442,46
"Region Hovedstaden","Hoteller og Feriecentre i alt","2006-02-01",127,14697,51
"Region Hovedstaden","Hoteller og Feriecentre i alt","2006-03-01",130,14842,54
"Region Hovedstaden","Hoteller og Feriecentre i alt","2006-04-01",138,15351,55
"Region Hovedstaden","Hoteller og Feriecentre i alt","2006-05-01",155,16206,70
"Region Hovedstaden","Hoteller og Feriecentre i alt","2006-06-01",157,16594,75
"Region Hovedstaden","Hoteller og Feriecentre i alt","2006-07-01",157,16548,74
"Region Hovedstaden","Hoteller og Feriecentre i alt","2006-08-01",158,16687,82
"Region Hovedstaden","Hoteller og Feriecentre i alt","2006-09-01",158,16635,77
"Region Hovedstaden","Hoteller og Feriecentre i alt","2006-10-01",139,15772,68
"Region Hovedstaden","Hoteller og Feriecentre i alt","2006-11-01",132,15310,69
"Region Hovedstaden","Hoteller og Feriecentre i alt","2006-12-01",130,15145,51
"Region Hovedstaden","Hoteller og Feriecentre i alt","2007-01-01",129,15254,46
"Region Hovedstaden","Hoteller og Feriecentre i alt","2007-02-01",130,15334,53
"Region Hovedstaden","Hoteller og Feriecentre i alt","2007-03-01",133,15571,57
"Region Hovedstaden","Hoteller og Feriecentre i alt","2007-04-01",140,15998,58
"Region Hovedstaden","Hoteller og Feriecentre i alt","2007-05-01",157,16940,68
"Region Hovedstaden","Hoteller og Feriecentre i alt","2007-06-01",159,17083,73
"Region Hovedstaden","Hoteller og Feriecentre i alt","2007-07-01",157,16920,76
"Region Hovedstaden","Hoteller og Feriecentre i alt","2007-08-01",159,17101,83
"Region Hovedstaden","Hoteller og Feriecentre i alt","2007-09-01",158,17055,73
"Region Hovedstaden","Hoteller og Feriecentre i alt","2007-10-01",141,16130,71
"Region Hovedstaden","Hoteller og Feriecentre i alt","2007-11-01",135,15855,66
"Region Hovedstaden","Hoteller og Feriecentre i alt","2007-12-01",135,15860,51
"Region Hovedstaden","Hoteller og Feriecentre i alt","2008-01-01",132,15327,49
"Region Hovedstaden","Hoteller og Feriecentre i alt","2008-02-01",136,15701,55
"Region Hovedstaden","Hoteller og Feriecentre i alt","2008-03-01",141,15995,52
"Region Hovedstaden","Hoteller og Feriecentre i alt","2008-04-01",143,16235,61
"Region Hovedstaden","Hoteller og Feriecentre i alt","2008-05-01",160,17124,72
"Region Hovedstaden","Hoteller og Feriecentre i alt","2008-06-01",162,17246,77
"Region Hovedstaden","Hoteller og Feriecentre i alt","2008-07-01",162,17256,72
"Region Hovedstaden","Hoteller og Feriecentre i alt","2008-08-01",162,17258,78
"Region Hovedstaden","Hoteller og Feriecentre i alt","2008-09-01",162,17257,75
"Region Hovedstaden","Hoteller og Feriecentre i alt","2008-10-01",145,16294,63
"Region Hovedstaden","Hoteller og Feriecentre i alt","2008-11-01",135,15837,64
"Region Hovedstaden","Hoteller og Feriecentre i alt","2008-12-01",135,15826,45
"Region Hovedstaden","Hoteller og Feriecentre i alt","2009-01-01",134,15720,42
"Region Hovedstaden","Hoteller og Feriecentre i alt","2009-02-01",135,15747,49
"Region Hovedstaden","Hoteller og Feriecentre i alt","2009-03-01",137,15900,49
"Region Hovedstaden","Hoteller og Feriecentre i alt","2009-04-01",144,16172,53
"Region Hovedstaden","Hoteller og Feriecentre i alt","2009-05-01",160,17117,61
"Region Hovedstaden","Hoteller og Feriecentre i alt","2009-06-01",160,17111,70
"Region Hovedstaden","Hoteller og Feriecentre i alt","2009-07-01",162,17466,68
"Region Hovedstaden","Hoteller og Feriecentre i alt","2009-08-01",162,17467,73
"Region Hovedstaden","Hoteller og Feriecentre i alt","2009-09-01",161,17872,67
"Region Hovedstaden","Hoteller og Feriecentre i alt","2009-10-01",145,17344,62
"Region Hovedstaden","Hoteller og Feriecentre i alt","2009-11-01",136,17181,53
"Region Hovedstaden","Hoteller og Feriecentre i alt","2009-12-01",134,17131,59
"Region Hovedstaden","Hoteller og Feriecentre i alt","2010-01-01",137,17228,39
"Region Hovedstaden","Hoteller og Feriecentre i alt","2010-02-01",137,17299,45
"Region Hovedstaden","Hoteller og Feriecentre i alt","2010-03-01",140,17502,48
"Region Hovedstaden","Hoteller og Feriecentre i alt","2010-04-01",147,17853,49
"Region Hovedstaden","Hoteller og Feriecentre i alt","2010-05-01",164,18808,65
"Region Hovedstaden","Hoteller og Feriecentre i alt","2010-06-01",167,18975,70
"Region Hovedstaden","Hoteller og Feriecentre i alt","2010-07-01",168,19397,71
"Region Hovedstaden","Hoteller og Feriecentre i alt","2010-08-01",168,19457,77
"Region Hovedstaden","Hoteller og Feriecentre i alt","2010-09-01",167,19439,67
"Region Hovedstaden","Hoteller og Feriecentre i alt","2010-10-01",152,18609,65
"Region Hovedstaden","Hoteller og Feriecentre i alt","2010-11-01",142,18098,61
"Region Hovedstaden","Hoteller og Feriecentre i alt","2010-12-01",141,18087,49
"Region Hovedstaden","Hoteller og Feriecentre i alt","2011-01-01",150,18511,41
"Region Hovedstaden","Hoteller og Feriecentre i alt","2011-02-01",149,18372,48
"Region Hovedstaden","Hoteller og Feriecentre i alt","2011-03-01",153,18676,52
"Region Hovedstaden","Hoteller og Feriecentre i alt","2011-04-01",160,18959,54
"Region Hovedstaden","Hoteller og Feriecentre i alt","2011-05-01",177,20735,69
"Region Hovedstaden","Hoteller og Feriecentre i alt","2011-06-01",177,20817,71
"Region Hovedstaden","Hoteller og Feriecentre i alt","2011-07-01",179,20849,72
"Region Hovedstaden","Hoteller og Feriecentre i alt","2011-08-01",177,20733,76
"Region Hovedstaden","Hoteller og Feriecentre i alt","2011-09-01",176,20910,73
"Region Hovedstaden","Hoteller og Feriecentre i alt","2011-10-01",161,19958,60
"Region Hovedstaden","Hoteller og Feriecentre i alt","2011-11-01",151,19557,62
"Region Hovedstaden","Hoteller og Feriecentre i alt","2011-12-01",151,19600,45
"Region Hovedstaden","Hoteller og Feriecentre i alt","2012-01-01",149,19523,43
"Region Hovedstaden","Hoteller og Feriecentre i alt","2012-02-01",150,19569,47
"Region Hovedstaden","Hoteller og Feriecentre i alt","2012-03-01",157,19907,55
"Region Hovedstaden","Hoteller og Feriecentre i alt","2012-04-01",164,20289,58
"Region Hovedstaden","Hoteller og Feriecentre i alt","2012-05-01",178,21091,69
"Region Hovedstaden","Hoteller og Feriecentre i alt","2012-06-01",180,21163,77
"Region Hovedstaden","Hoteller og Feriecentre i alt","2012-07-01",179,21003,73
"Region Hovedstaden","Hoteller og Feriecentre i alt","2012-08-01",181,21176,78
"Region Hovedstaden","Hoteller og Feriecentre i alt","2012-09-01",179,21123,69
"Region Hovedstaden","Hoteller og Feriecentre i alt","2012-10-01",163,20260,62
"Region Hovedstaden","Hoteller og Feriecentre i alt","2012-11-01",152,19671,62
"Region Hovedstaden","Hoteller og Feriecentre i alt","2012-12-01",151,19638,48
"Region Hovedstaden","Hoteller og Feriecentre i alt","2013-01-01",149,19443,45
"Region Hovedstaden","Hoteller og Feriecentre i alt","2013-02-01",151,19675,47
"Region Hovedstaden","Hoteller og Feriecentre i alt","2013-03-01",156,19858,50
"Region Hovedstaden","Hoteller og Feriecentre i alt","2013-04-01",166,20373,60
"Region Hovedstaden","Hoteller og Feriecentre i alt","2013-05-01",180,21176,70
"Region Hovedstaden","Hoteller og Feriecentre i alt","2013-06-01",181,21236,77
"Region Hovedstaden","Hoteller og Feriecentre i alt","2013-07-01",182,21260,75
"Region Hovedstaden","Hoteller og Feriecentre i alt","2013-08-01",182,21289,82
"Region Hovedstaden","Hoteller og Feriecentre i alt","2013-09-01",179,21067,73
"Region Hovedstaden","Hoteller og Feriecentre i alt","2013-10-01",162,20157,67
"Region Hovedstaden","Hoteller og Feriecentre i alt","2013-11-01",152,19558,66
"Region Hovedstaden","Hoteller og Feriecentre i alt","2013-12-01",151,19525,53
"Region Hovedstaden","Hoteller og Feriecentre i alt","2014-01-01",146,19180,50
"Region Hovedstaden","Hoteller og Feriecentre i alt","2014-02-01",147,19278,51
"Region Hovedstaden","Hoteller og Feriecentre i alt","2014-03-01",154,19730,58
"Region Hovedstaden","Hoteller og Feriecentre i alt","2014-04-01",160,20083,61
"Region Hovedstaden","Hoteller og Feriecentre i alt","2014-05-01",176,21253,73
"Region Hovedstaden","Hoteller og Feriecentre i alt","2014-06-01",176,21256,79
"Region Hovedstaden","Hoteller og Feriecentre i alt","2014-07-01",177,21251,77
"Region Hovedstaden","Hoteller og Feriecentre i alt","2014-08-01",180,21337,83
"Region Hovedstaden","Hoteller og Feriecentre i alt","2014-09-01",179,21311,77
"Region Hovedstaden","Hoteller og Feriecentre i alt","2014-10-01",162,20461,67
"Region Hovedstaden","Hoteller og Feriecentre i alt","2014-11-01",150,19584,69
"Region Hovedstaden","Hoteller og Feriecentre i alt","2014-12-01",150,19576,55
"Region Hovedstaden","Hoteller og Feriecentre i alt","2015-01-01",148,19338,53
"Region Hovedstaden","Hoteller og Feriecentre i alt","2015-02-01",148,19360,56
"Region Hovedstaden","Hoteller og Feriecentre i alt","2015-03-01",154,19749,63
"Region Hovedstaden","Hoteller og Feriecentre i alt","2015-04-01",160,20221,66
"Region Hovedstaden","Hoteller og Feriecentre i alt","2015-05-01",178,21243,77
"Region Hovedstaden","Hoteller og Feriecentre i alt","2015-06-01",178,21271,84
"Region Hovedstaden","Hoteller og Feriecentre i alt","2015-07-01",179,21424,84
"Region Hovedstaden","Hoteller og Feriecentre i alt","2015-08-01",179,21515,86
"Region Hovedstaden","Hoteller og Feriecentre i alt","2015-09-01",179,21554,81
"Region Hovedstaden","Hoteller og Feriecentre i alt","2015-10-01",161,20702,72
"Region Hovedstaden","Hoteller og Feriecentre i alt","2015-11-01",153,20114,71
"Region Hovedstaden","Hoteller og Feriecentre i alt","2015-12-01",153,20103,59
"Region Hovedstaden","Hoteller og Feriecentre i alt","2016-01-01",148,19817,52
"Region Hovedstaden","Hoteller og Feriecentre i alt","2016-02-01",149,19878,58
"Region Hovedstaden","Hoteller og Feriecentre i alt","2016-03-01",157,20330,61
"Region Hovedstaden","Hoteller og Feriecentre i alt","2016-04-01",165,20957,70
"Region Hovedstaden","Hoteller og Feriecentre i alt","2016-05-01",179,21507,78
"Region Hovedstaden","Hoteller og Feriecentre i alt","2016-06-01",179,21565,84
"Region Hovedstaden","Hoteller og Feriecentre i alt","2016-07-01",180,21634,84
"Region Hovedstaden","Hoteller og Feriecentre i alt","2016-08-01",179,21596,87
"Region Hovedstaden","Hoteller og Feriecentre i alt","2016-09-01",179,21606,83
"Region Hovedstaden","Hoteller og Feriecentre i alt","2016-10-01",162,20820,75
"Region Hovedstaden","Hoteller og Feriecentre i alt","2016-11-01",154,20334,73
"Region Hovedstaden","Hoteller og Feriecentre i alt","2016-12-01",151,20207,62
"Region Hovedstaden","Hoteller og Feriecentre i alt","2017-01-01",144,19802,56
"Region Hovedstaden","Hoteller og Feriecentre i alt","2017-02-01",144,19857,62
"Region Hovedstaden","Hoteller og Feriecentre i alt","2017-03-01",152,20319,66
"Region Hovedstaden","Hoteller og Feriecentre i alt","2017-04-01",165,21066,67
"Region Hovedstaden","Hoteller og Feriecentre i alt","2017-05-01",179,21745,78
"Region Hovedstaden","Hoteller og Feriecentre i alt","2017-06-01",184,21881,84
"Region Hovedstaden","Hoteller og Feriecentre i alt","2017-07-01",184,21955,79
"Region Hovedstaden","Hoteller og Feriecentre i alt","2017-08-01",184,21937,86
"Region Hovedstaden","Hoteller og Feriecentre i alt","2017-09-01",186,22079,81
"Region Hovedstaden","Hoteller og Feriecentre i alt","2017-10-01",172,21512,71
"Region Hovedstaden","Hoteller og Feriecentre i alt","2017-11-01",161,20878,70
"Region Hovedstaden","Hoteller og Feriecentre i alt","2017-12-01",158,20758,60
"Region Hovedstaden","Hoteller og Feriecentre i alt","2018-01-01",160,21434,54
"Region Hovedstaden","Hoteller og Feriecentre i alt","2018-02-01",162,21484,56
"Region Hovedstaden","Hoteller og Feriecentre i alt","2018-03-01",172,22065,63
"Region Hovedstaden","Hoteller og Feriecentre i alt","2018-04-01",182,22664,68
"Region Hovedstaden","Hoteller og Feriecentre i alt","2018-05-01",191,23005,79
"Region Hovedstaden","Hoteller og Feriecentre i alt","2018-06-01",193,23055,83
"Region Hovedstaden","Hoteller og Feriecentre i alt","2018-07-01",193,23061,81
"Region Hovedstaden","Hoteller og Feriecentre i alt","2018-08-01",193,23096,87
"Region Hovedstaden","Hoteller og Feriecentre i alt","2018-09-01",194,23450,81
"Region Hovedstaden","Hoteller og Feriecentre i alt","2018-10-01",178,22962,72
"Region Hovedstaden","Hoteller og Feriecentre i alt","2018-11-01",166,22423,73
"Region Hovedstaden","Hoteller og Feriecentre i alt","2018-12-01",165,22383,60
"Region Hovedstaden","Hoteller og Feriecentre i alt","2019-01-01",164,22569,55
"Region Hovedstaden","Hoteller og Feriecentre i alt","2019-02-01",165,22558,56
"Region Hovedstaden","Hoteller og Feriecentre i alt","2019-03-01",174,23425,64
"Region Hovedstaden","Hoteller og Feriecentre i alt","2019-04-01",186,24048,66
"Region Hovedstaden","Hoteller og Feriecentre i alt","2019-05-01",195,24449,77
"Region Hovedstaden","Hoteller og Feriecentre i alt","2019-06-01",196,24513,82
"Region Hovedstaden","Hoteller og Feriecentre i alt","2019-07-01",196,24558,83
"Region Hovedstaden","Hoteller og Feriecentre i alt","2019-08-01",197,25450,83
"Region Hovedstaden","Hoteller og Feriecentre i alt","2019-09-01",197,25476,80
"Region Hovedstaden","Hoteller og Feriecentre i alt","2019-10-01",186,24979,71
"Region Hovedstaden","Hoteller og Feriecentre i alt","2019-11-01",173,24261,70
"Region Hovedstaden","Hoteller og Feriecentre i alt","2019-12-01",172,24191,57
"Region Hovedstaden","Hoteller og Feriecentre i alt","2020-01-01",168,23965,52
"Region Hovedstaden","Hoteller og Feriecentre i alt","2020-02-01",171,24250,52
"Region Hovedstaden","Hoteller og Feriecentre i alt","2020-03-01",182,24815,20
"Region Hovedstaden","Hoteller og Feriecentre i alt","2020-04-01",190,25234,6
"Region Hovedstaden","Hoteller og Feriecentre i alt","2020-05-01",203,25872,9
"Region Hovedstaden","Hoteller og Feriecentre i alt","2020-06-01",206,26262,18
"Region Hovedstaden","Hoteller og Feriecentre i alt","2020-07-01",208,26652,36
"Region Hovedstaden","Hoteller og Feriecentre i alt","2020-08-01",208,26657,37
"Region Hovedstaden","Hoteller og Feriecentre i alt","2020-09-01",209,26774,32
"Region Hovedstaden","Hoteller og Feriecentre i alt","2020-10-01",200,26330,25
"Region Hovedstaden","Hoteller og Feriecentre i alt","2020-11-01",183,25525,22
"Region Hovedstaden","Hoteller og Feriecentre i alt","2020-12-01",181,25439,15
"Region Hovedstaden","Hoteller og Feriecentre i alt","2021-01-01",176,25082,11
"Region Hovedstaden","Hoteller og Feriecentre i alt","2021-02-01",176,25019,13
"Region Hovedstaden","Hoteller og Feriecentre i alt","2021-03-01",189,26077,16
"Region Hovedstaden","Hoteller og Feriecentre i alt","2021-04-01",196,26474,16
"Region Hovedstaden","Hoteller og Feriecentre i alt","2021-05-01",207,28013,23
"Region Hovedstaden","Hoteller og Feriecentre i alt","2021-06-01",207,28009,33
