"region","type","date","locations","rooms","rooms_capacity"
"Region Midtjylland","Hoteller og Feriecentre i alt","2015-09-01",111,7928,57
"Region Midtjylland","Hoteller og Feriecentre i alt","2015-10-01",109,7912,48
"Region Midtjylland","Hoteller og Feriecentre i alt","2015-11-01",109,7926,48
"Region Midtjylland","Hoteller og Feriecentre i alt","2015-12-01",109,7901,36
"Region Midtjylland","Hoteller og Feriecentre i alt","2016-01-01",107,7699,35
"Region Midtjylland","Hoteller og Feriecentre i alt","2016-02-01",110,7953,40
"Region Midtjylland","Hoteller og Feriecentre i alt","2016-03-01",110,7953,43
"Region Midtjylland","Hoteller og Feriecentre i alt","2016-04-01",113,8018,47
"Region Midtjylland","Hoteller og Feriecentre i alt","2016-05-01",113,8044,50
"Region Midtjylland","Hoteller og Feriecentre i alt","2016-06-01",112,7991,58
"Region Midtjylland","Hoteller og Feriecentre i alt","2016-07-01",112,8007,59
"Region Midtjylland","Hoteller og Feriecentre i alt","2016-08-01",112,8008,61
"Region Midtjylland","Hoteller og Feriecentre i alt","2016-09-01",114,8143,57
"Region Midtjylland","Hoteller og Feriecentre i alt","2016-10-01",112,8083,50
"Region Midtjylland","Hoteller og Feriecentre i alt","2016-11-01",110,8038,55
"Region Midtjylland","Hoteller og Feriecentre i alt","2016-12-01",110,8037,35
"Region Midtjylland","Hoteller og Feriecentre i alt","2017-01-01",109,7886,39
"Region Midtjylland","Hoteller og Feriecentre i alt","2017-02-01",112,8082,41
"Region Midtjylland","Hoteller og Feriecentre i alt","2017-03-01",112,8089,49
"Region Midtjylland","Hoteller og Feriecentre i alt","2017-04-01",114,8119,46
"Region Midtjylland","Hoteller og Feriecentre i alt","2017-05-01",116,8253,56
"Region Midtjylland","Hoteller og Feriecentre i alt","2017-06-01",118,8322,59
"Region Midtjylland","Hoteller og Feriecentre i alt","2017-07-01",117,8510,57
"Region Midtjylland","Hoteller og Feriecentre i alt","2017-08-01",116,8451,65
"Region Midtjylland","Hoteller og Feriecentre i alt","2017-09-01",117,8478,59
"Region Midtjylland","Hoteller og Feriecentre i alt","2017-10-01",115,8431,51
"Region Midtjylland","Hoteller og Feriecentre i alt","2017-11-01",114,8418,52
"Region Midtjylland","Hoteller og Feriecentre i alt","2017-12-01",114,8424,34
"Region Midtjylland","Hoteller og Feriecentre i alt","2018-01-01",111,8253,38
"Region Midtjylland","Hoteller og Feriecentre i alt","2018-02-01",111,8247,40
"Region Midtjylland","Hoteller og Feriecentre i alt","2018-03-01",112,8286,46
"Region Midtjylland","Hoteller og Feriecentre i alt","2018-04-01",114,8316,45
"Region Midtjylland","Hoteller og Feriecentre i alt","2018-05-01",115,8349,54
"Region Midtjylland","Hoteller og Feriecentre i alt","2018-06-01",115,8360,54
"Region Midtjylland","Hoteller og Feriecentre i alt","2018-07-01",116,8430,55
"Region Midtjylland","Hoteller og Feriecentre i alt","2018-08-01",116,8413,63
"Region Midtjylland","Hoteller og Feriecentre i alt","2018-09-01",116,8407,58
"Region Midtjylland","Hoteller og Feriecentre i alt","2018-10-01",114,8351,52
"Region Midtjylland","Hoteller og Feriecentre i alt","2018-11-01",112,8295,55
"Region Midtjylland","Hoteller og Feriecentre i alt","2018-12-01",111,8274,32
"Region Midtjylland","Hoteller og Feriecentre i alt","2019-01-01",110,8294,42
"Region Midtjylland","Hoteller og Feriecentre i alt","2019-02-01",113,8378,41
"Region Midtjylland","Hoteller og Feriecentre i alt","2019-03-01",112,8347,48
"Region Midtjylland","Hoteller og Feriecentre i alt","2019-04-01",114,8383,46
"Region Midtjylland","Hoteller og Feriecentre i alt","2019-05-01",115,8396,55
"Region Midtjylland","Hoteller og Feriecentre i alt","2019-06-01",115,8402,58
"Region Midtjylland","Hoteller og Feriecentre i alt","2019-07-01",116,8519,58
"Region Midtjylland","Hoteller og Feriecentre i alt","2019-08-01",117,8578,62
"Region Midtjylland","Hoteller og Feriecentre i alt","2019-09-01",117,8592,57
"Region Midtjylland","Hoteller og Feriecentre i alt","2019-10-01",114,8510,51
"Region Midtjylland","Hoteller og Feriecentre i alt","2019-11-01",116,8619,51
"Region Midtjylland","Hoteller og Feriecentre i alt","2019-12-01",116,8619,34
"Region Midtjylland","Hoteller og Feriecentre i alt","2020-01-01",113,8514,37
"Region Midtjylland","Hoteller og Feriecentre i alt","2020-02-01",114,8547,41
"Region Midtjylland","Hoteller og Feriecentre i alt","2020-03-01",121,8764,18
"Region Midtjylland","Hoteller og Feriecentre i alt","2020-04-01",124,8897,5
"Region Midtjylland","Hoteller og Feriecentre i alt","2020-05-01",124,8844,10
"Region Midtjylland","Hoteller og Feriecentre i alt","2020-06-01",124,8852,26
"Region Midtjylland","Hoteller og Feriecentre i alt","2020-07-01",125,8929,61
"Region Midtjylland","Hoteller og Feriecentre i alt","2020-08-01",126,8946,46
"Region Midtjylland","Hoteller og Feriecentre i alt","2020-09-01",125,8910,41
"Region Midtjylland","Hoteller og Feriecentre i alt","2020-10-01",124,8869,40
"Region Midtjylland","Hoteller og Feriecentre i alt","2020-11-01",123,8868,29
"Region Midtjylland","Hoteller og Feriecentre i alt","2020-12-01",123,8868,17
"Region Midtjylland","Hoteller og Feriecentre i alt","2021-01-01",120,8626,9
"Region Midtjylland","Hoteller og Feriecentre i alt","2021-02-01",121,8631,12
"Region Midtjylland","Hoteller og Feriecentre i alt","2021-03-01",123,8724,14
"Region Midtjylland","Hoteller og Feriecentre i alt","2021-04-01",127,8845,17
"Region Midtjylland","Hoteller og Feriecentre i alt","2021-05-01",128,8913,31
"Region Midtjylland","Hoteller og Feriecentre i alt","2021-06-01",128,8921,43
"Region Midtjylland","Hoteller og Feriecentre i alt","2021-07-01",128,8930,63
"Region Midtjylland","Hoteller og Feriecentre i alt","2021-08-01",129,9065,64
"Region Midtjylland","Hoteller og Feriecentre i alt","2021-09-01",129,9058,61
"Region Midtjylland","Hoteller og Feriecentre i alt","2021-10-01",127,9015,60
"Region Midtjylland","Hoteller og Feriecentre i alt","2021-11-01",125,8946,53
"Region Midtjylland","Hoteller og Feriecentre i alt","2021-12-01",123,8828,28
"Region Midtjylland","Hoteller og Feriecentre i alt","2022-01-01",117,8578,23
"Region Midtjylland","Hoteller og Feriecentre i alt","2022-02-01",117,8565,41
"Region Nordjylland","Hoteller og Feriecentre i alt","1992-01-01",88,5700,21
"Region Nordjylland","Hoteller og Feriecentre i alt","1992-02-01",92,5992,29
"Region Nordjylland","Hoteller og Feriecentre i alt","1992-03-01",91,6002,31
"Region Nordjylland","Hoteller og Feriecentre i alt","1992-04-01",98,6209,43
"Region Nordjylland","Hoteller og Feriecentre i alt","1992-05-01",103,6373,47
"Region Nordjylland","Hoteller og Feriecentre i alt","1992-06-01",106,6682,49
"Region Nordjylland","Hoteller og Feriecentre i alt","1992-07-01",105,6576,76
"Region Nordjylland","Hoteller og Feriecentre i alt","1992-08-01",105,6688,62
"Region Nordjylland","Hoteller og Feriecentre i alt","1992-09-01",101,6764,45
"Region Nordjylland","Hoteller og Feriecentre i alt","1992-10-01",98,6558,42
"Region Nordjylland","Hoteller og Feriecentre i alt","1992-11-01",93,6351,32
"Region Nordjylland","Hoteller og Feriecentre i alt","1992-12-01",89,6397,20
"Region Nordjylland","Hoteller og Feriecentre i alt","1993-01-01",85,6159,21
"Region Nordjylland","Hoteller og Feriecentre i alt","1993-02-01",91,6194,29
"Region Nordjylland","Hoteller og Feriecentre i alt","1993-03-01",95,6411,32
"Region Nordjylland","Hoteller og Feriecentre i alt","1993-04-01",103,6710,36
"Region Nordjylland","Hoteller og Feriecentre i alt","1993-05-01",104,6741,41
"Region Nordjylland","Hoteller og Feriecentre i alt","1993-06-01",106,6822,49
"Region Nordjylland","Hoteller og Feriecentre i alt","1993-07-01",107,6822,74
"Region Nordjylland","Hoteller og Feriecentre i alt","1993-08-01",107,6837,55
"Region Nordjylland","Hoteller og Feriecentre i alt","1993-09-01",104,6743,41
"Region Nordjylland","Hoteller og Feriecentre i alt","1993-10-01",100,6610,40
"Region Nordjylland","Hoteller og Feriecentre i alt","1993-11-01",94,6404,34
"Region Nordjylland","Hoteller og Feriecentre i alt","1993-12-01",92,6224,20
"Region Nordjylland","Hoteller og Feriecentre i alt","1994-01-01",81,5730,22
"Region Nordjylland","Hoteller og Feriecentre i alt","1994-02-01",91,6243,27
"Region Nordjylland","Hoteller og Feriecentre i alt","1994-03-01",98,6510,32
"Region Nordjylland","Hoteller og Feriecentre i alt","1994-04-01",101,6775,36
"Region Nordjylland","Hoteller og Feriecentre i alt","1994-05-01",102,6787,44
"Region Nordjylland","Hoteller og Feriecentre i alt","1994-06-01",102,6808,49
"Region Nordjylland","Hoteller og Feriecentre i alt","1994-07-01",102,7025,73
"Region Nordjylland","Hoteller og Feriecentre i alt","1994-08-01",101,6779,58
"Region Nordjylland","Hoteller og Feriecentre i alt","1994-09-01",97,6655,42
"Region Nordjylland","Hoteller og Feriecentre i alt","1994-10-01",93,6496,38
"Region Nordjylland","Hoteller og Feriecentre i alt","1994-11-01",92,6494,32
"Region Nordjylland","Hoteller og Feriecentre i alt","1994-12-01",91,6401,19
"Region Nordjylland","Hoteller og Feriecentre i alt","1995-01-01",83,5966,22
"Region Nordjylland","Hoteller og Feriecentre i alt","1995-02-01",89,6401,28
"Region Nordjylland","Hoteller og Feriecentre i alt","1995-03-01",93,6489,32
"Region Nordjylland","Hoteller og Feriecentre i alt","1995-04-01",101,6772,38
"Region Nordjylland","Hoteller og Feriecentre i alt","1995-05-01",101,6764,42
"Region Nordjylland","Hoteller og Feriecentre i alt","1995-06-01",105,6911,47
"Region Nordjylland","Hoteller og Feriecentre i alt","1995-07-01",103,6873,73
"Region Nordjylland","Hoteller og Feriecentre i alt","1995-08-01",102,6818,56
"Region Nordjylland","Hoteller og Feriecentre i alt","1995-09-01",100,6753,44
"Region Nordjylland","Hoteller og Feriecentre i alt","1995-10-01",97,6660,39
"Region Nordjylland","Hoteller og Feriecentre i alt","1995-11-01",94,6554,33
"Region Nordjylland","Hoteller og Feriecentre i alt","1995-12-01",88,6154,22
"Region Nordjylland","Hoteller og Feriecentre i alt","1996-01-01",80,5909,23
"Region Nordjylland","Hoteller og Feriecentre i alt","1996-02-01",86,6338,30
"Region Nordjylland","Hoteller og Feriecentre i alt","1996-03-01",94,6606,34
"Region Nordjylland","Hoteller og Feriecentre i alt","1996-04-01",98,6725,38
"Region Nordjylland","Hoteller og Feriecentre i alt","1996-05-01",100,6774,45
"Region Nordjylland","Hoteller og Feriecentre i alt","1996-06-01",104,6946,50
"Region Nordjylland","Hoteller og Feriecentre i alt","1996-07-01",103,6922,77
"Region Nordjylland","Hoteller og Feriecentre i alt","1996-08-01",103,6920,60
"Region Nordjylland","Hoteller og Feriecentre i alt","1996-09-01",99,6727,46
"Region Nordjylland","Hoteller og Feriecentre i alt","1996-10-01",97,6684,46
"Region Nordjylland","Hoteller og Feriecentre i alt","1996-11-01",92,6456,37
"Region Nordjylland","Hoteller og Feriecentre i alt","1996-12-01",88,6173,21
"Region Nordjylland","Hoteller og Feriecentre i alt","1997-01-01",81,5986,24
"Region Nordjylland","Hoteller og Feriecentre i alt","1997-02-01",87,6198,33
"Region Nordjylland","Hoteller og Feriecentre i alt","1997-03-01",92,6530,38
"Region Nordjylland","Hoteller og Feriecentre i alt","1997-04-01",98,6730,37
"Region Nordjylland","Hoteller og Feriecentre i alt","1997-05-01",99,6764,46
"Region Nordjylland","Hoteller og Feriecentre i alt","1997-06-01",102,6911,52
"Region Nordjylland","Hoteller og Feriecentre i alt","1997-07-01",102,6892,78
"Region Nordjylland","Hoteller og Feriecentre i alt","1997-08-01",102,6892,66
"Region Nordjylland","Hoteller og Feriecentre i alt","1997-09-01",101,6851,47
"Region Nordjylland","Hoteller og Feriecentre i alt","1997-10-01",95,6624,47
"Region Nordjylland","Hoteller og Feriecentre i alt","1997-11-01",93,6533,36
"Region Nordjylland","Hoteller og Feriecentre i alt","1997-12-01",91,6323,20
"Region Nordjylland","Hoteller og Feriecentre i alt","1998-01-01",85,6093,24
"Region Nordjylland","Hoteller og Feriecentre i alt","1998-02-01",90,6305,34
"Region Nordjylland","Hoteller og Feriecentre i alt","1998-03-01",96,6650,35
"Region Nordjylland","Hoteller og Feriecentre i alt","1998-04-01",100,6800,41
"Region Nordjylland","Hoteller og Feriecentre i alt","1998-05-01",102,6885,43
"Region Nordjylland","Hoteller og Feriecentre i alt","1998-06-01",104,6986,52
"Region Nordjylland","Hoteller og Feriecentre i alt","1998-07-01",104,6991,78
"Region Nordjylland","Hoteller og Feriecentre i alt","1998-08-01",104,6990,64
"Region Nordjylland","Hoteller og Feriecentre i alt","1998-09-01",103,6949,47
"Region Nordjylland","Hoteller og Feriecentre i alt","1998-10-01",99,6773,47
"Region Nordjylland","Hoteller og Feriecentre i alt","1998-11-01",94,6473,37
"Region Nordjylland","Hoteller og Feriecentre i alt","1998-12-01",91,6328,22
"Region Nordjylland","Hoteller og Feriecentre i alt","1999-01-01",83,6074,23
"Region Nordjylland","Hoteller og Feriecentre i alt","1999-02-01",88,6268,33
"Region Nordjylland","Hoteller og Feriecentre i alt","1999-03-01",96,6696,35
"Region Nordjylland","Hoteller og Feriecentre i alt","1999-04-01",101,6849,41
"Region Nordjylland","Hoteller og Feriecentre i alt","1999-05-01",101,6868,44
"Region Nordjylland","Hoteller og Feriecentre i alt","1999-06-01",103,7005,51
"Region Nordjylland","Hoteller og Feriecentre i alt","1999-07-01",103,7004,74
"Region Nordjylland","Hoteller og Feriecentre i alt","1999-08-01",103,7004,58
"Region Nordjylland","Hoteller og Feriecentre i alt","1999-09-01",102,6963,43
"Region Nordjylland","Hoteller og Feriecentre i alt","1999-10-01",96,6760,43
"Region Nordjylland","Hoteller og Feriecentre i alt","1999-11-01",94,6690,36
"Region Nordjylland","Hoteller og Feriecentre i alt","1999-12-01",89,6381,21
"Region Nordjylland","Hoteller og Feriecentre i alt","2000-01-01",87,6316,21
"Region Nordjylland","Hoteller og Feriecentre i alt","2000-02-01",91,6453,30
"Region Nordjylland","Hoteller og Feriecentre i alt","2000-03-01",97,6726,32
"Region Nordjylland","Hoteller og Feriecentre i alt","2000-04-01",102,6916,40
"Region Nordjylland","Hoteller og Feriecentre i alt","2000-05-01",104,7027,41
"Region Nordjylland","Hoteller og Feriecentre i alt","2000-06-01",105,7048,51
"Region Nordjylland","Hoteller og Feriecentre i alt","2000-07-01",105,7057,73
"Region Nordjylland","Hoteller og Feriecentre i alt","2000-08-01",105,7057,57
"Region Nordjylland","Hoteller og Feriecentre i alt","2000-09-01",102,6941,47
"Region Nordjylland","Hoteller og Feriecentre i alt","2000-10-01",99,6827,42
"Region Nordjylland","Hoteller og Feriecentre i alt","2000-11-01",96,6713,34
"Region Nordjylland","Hoteller og Feriecentre i alt","2000-12-01",90,6423,20
"Region Nordjylland","Hoteller og Feriecentre i alt","2001-01-01",88,6295,20
"Region Nordjylland","Hoteller og Feriecentre i alt","2001-02-01",95,6639,29
"Region Nordjylland","Hoteller og Feriecentre i alt","2001-03-01",99,6822,32
"Region Nordjylland","Hoteller og Feriecentre i alt","2001-04-01",105,7056,36
"Region Nordjylland","Hoteller og Feriecentre i alt","2001-05-01",108,7195,41
"Region Nordjylland","Hoteller og Feriecentre i alt","2001-06-01",108,7209,48
"Region Nordjylland","Hoteller og Feriecentre i alt","2001-07-01",109,7256,71
"Region Nordjylland","Hoteller og Feriecentre i alt","2001-08-01",109,7255,57
"Region Nordjylland","Hoteller og Feriecentre i alt","2001-09-01",107,7121,46
"Region Nordjylland","Hoteller og Feriecentre i alt","2001-10-01",103,6997,43
"Region Nordjylland","Hoteller og Feriecentre i alt","2001-11-01",98,6811,32
"Region Nordjylland","Hoteller og Feriecentre i alt","2001-12-01",91,6464,18
"Region Nordjylland","Hoteller og Feriecentre i alt","2002-01-01",85,6242,21
"Region Nordjylland","Hoteller og Feriecentre i alt","2002-02-01",94,6622,32
"Region Nordjylland","Hoteller og Feriecentre i alt","2002-03-01",100,6913,35
"Region Nordjylland","Hoteller og Feriecentre i alt","2002-04-01",105,7062,34
"Region Nordjylland","Hoteller og Feriecentre i alt","2002-05-01",105,7070,44
"Region Nordjylland","Hoteller og Feriecentre i alt","2002-06-01",107,7166,49
"Region Nordjylland","Hoteller og Feriecentre i alt","2002-07-01",107,7167,71
"Region Nordjylland","Hoteller og Feriecentre i alt","2002-08-01",106,7153,56
"Region Nordjylland","Hoteller og Feriecentre i alt","2002-09-01",104,7207,44
"Region Nordjylland","Hoteller og Feriecentre i alt","2002-10-01",100,7074,41
"Region Nordjylland","Hoteller og Feriecentre i alt","2002-11-01",94,6820,32
"Region Nordjylland","Hoteller og Feriecentre i alt","2002-12-01",91,6659,18
"Region Nordjylland","Hoteller og Feriecentre i alt","2003-01-01",86,6268,21
"Region Nordjylland","Hoteller og Feriecentre i alt","2003-02-01",90,6417,32
"Region Nordjylland","Hoteller og Feriecentre i alt","2003-03-01",97,6707,32
"Region Nordjylland","Hoteller og Feriecentre i alt","2003-04-01",103,7043,37
"Region Nordjylland","Hoteller og Feriecentre i alt","2003-05-01",103,7041,44
"Region Nordjylland","Hoteller og Feriecentre i alt","2003-06-01",104,7097,45
"Region Nordjylland","Hoteller og Feriecentre i alt","2003-07-01",104,7097,71
"Region Nordjylland","Hoteller og Feriecentre i alt","2003-08-01",104,7136,58
"Region Nordjylland","Hoteller og Feriecentre i alt","2003-09-01",103,7070,45
"Region Nordjylland","Hoteller og Feriecentre i alt","2003-10-01",97,6832,41
"Region Nordjylland","Hoteller og Feriecentre i alt","2003-11-01",95,6759,31
"Region Nordjylland","Hoteller og Feriecentre i alt","2003-12-01",92,6666,18
"Region Nordjylland","Hoteller og Feriecentre i alt","2004-01-01",91,6620,19
"Region Nordjylland","Hoteller og Feriecentre i alt","2004-02-01",94,6716,29
"Region Nordjylland","Hoteller og Feriecentre i alt","2004-03-01",98,6860,30
"Region Nordjylland","Hoteller og Feriecentre i alt","2004-04-01",103,7063,36
"Region Nordjylland","Hoteller og Feriecentre i alt","2004-05-01",105,7141,40
"Region Nordjylland","Hoteller og Feriecentre i alt","2004-06-01",105,7139,46
"Region Nordjylland","Hoteller og Feriecentre i alt","2004-07-01",105,7158,73
"Region Nordjylland","Hoteller og Feriecentre i alt","2004-08-01",105,7157,56
"Region Nordjylland","Hoteller og Feriecentre i alt","2004-09-01",103,7088,45
"Region Nordjylland","Hoteller og Feriecentre i alt","2004-10-01",101,7023,37
"Region Nordjylland","Hoteller og Feriecentre i alt","2004-11-01",96,6889,30
"Region Nordjylland","Hoteller og Feriecentre i alt","2004-12-01",92,6686,19
"Region Nordjylland","Hoteller og Feriecentre i alt","2005-01-01",91,6658,21
"Region Nordjylland","Hoteller og Feriecentre i alt","2005-02-01",91,6656,31
"Region Nordjylland","Hoteller og Feriecentre i alt","2005-03-01",96,6794,33
"Region Nordjylland","Hoteller og Feriecentre i alt","2005-04-01",101,6999,36
"Region Nordjylland","Hoteller og Feriecentre i alt","2005-05-01",103,7070,38
"Region Nordjylland","Hoteller og Feriecentre i alt","2005-06-01",104,7108,45
"Region Nordjylland","Hoteller og Feriecentre i alt","2005-07-01",104,7106,72
"Region Nordjylland","Hoteller og Feriecentre i alt","2005-08-01",104,7110,58
"Region Nordjylland","Hoteller og Feriecentre i alt","2005-09-01",103,7067,43
"Region Nordjylland","Hoteller og Feriecentre i alt","2005-10-01",97,6877,41
"Region Nordjylland","Hoteller og Feriecentre i alt","2005-11-01",91,6592,31
"Region Nordjylland","Hoteller og Feriecentre i alt","2005-12-01",89,6443,20
"Region Nordjylland","Hoteller og Feriecentre i alt","2006-01-01",85,6386,20
"Region Nordjylland","Hoteller og Feriecentre i alt","2006-02-01",88,6478,30
"Region Nordjylland","Hoteller og Feriecentre i alt","2006-03-01",91,6588,33
"Region Nordjylland","Hoteller og Feriecentre i alt","2006-04-01",96,6825,39
"Region Nordjylland","Hoteller og Feriecentre i alt","2006-05-01",98,6846,43
"Region Nordjylland","Hoteller og Feriecentre i alt","2006-06-01",99,6941,48
"Region Nordjylland","Hoteller og Feriecentre i alt","2006-07-01",99,6949,71
"Region Nordjylland","Hoteller og Feriecentre i alt","2006-08-01",99,6935,58
"Region Nordjylland","Hoteller og Feriecentre i alt","2006-09-01",96,6798,48
"Region Nordjylland","Hoteller og Feriecentre i alt","2006-10-01",91,6656,42
"Region Nordjylland","Hoteller og Feriecentre i alt","2006-11-01",88,6473,36
"Region Nordjylland","Hoteller og Feriecentre i alt","2006-12-01",86,6393,22
"Region Nordjylland","Hoteller og Feriecentre i alt","2007-01-01",85,6295,24
"Region Nordjylland","Hoteller og Feriecentre i alt","2007-02-01",89,6445,32
"Region Nordjylland","Hoteller og Feriecentre i alt","2007-03-01",93,6612,35
"Region Nordjylland","Hoteller og Feriecentre i alt","2007-04-01",98,6772,40
"Region Nordjylland","Hoteller og Feriecentre i alt","2007-05-01",100,6849,48
"Region Nordjylland","Hoteller og Feriecentre i alt","2007-06-01",101,6887,56
"Region Nordjylland","Hoteller og Feriecentre i alt","2007-07-01",101,6916,74
"Region Nordjylland","Hoteller og Feriecentre i alt","2007-08-01",100,6870,60
"Region Nordjylland","Hoteller og Feriecentre i alt","2007-09-01",99,6847,50
"Region Nordjylland","Hoteller og Feriecentre i alt","2007-10-01",94,6673,46
"Region Nordjylland","Hoteller og Feriecentre i alt","2007-11-01",92,6565,37
"Region Nordjylland","Hoteller og Feriecentre i alt","2007-12-01",90,6467,22
"Region Nordjylland","Hoteller og Feriecentre i alt","2008-01-01",81,6486,23
"Region Nordjylland","Hoteller og Feriecentre i alt","2008-02-01",83,6278,33
"Region Nordjylland","Hoteller og Feriecentre i alt","2008-03-01",86,6427,37
"Region Nordjylland","Hoteller og Feriecentre i alt","2008-04-01",93,6699,37
"Region Nordjylland","Hoteller og Feriecentre i alt","2008-05-01",94,6751,46
"Region Nordjylland","Hoteller og Feriecentre i alt","2008-06-01",95,6811,50
"Region Nordjylland","Hoteller og Feriecentre i alt","2008-07-01",95,6811,72
"Region Nordjylland","Hoteller og Feriecentre i alt","2008-08-01",95,6814,57
"Region Nordjylland","Hoteller og Feriecentre i alt","2008-09-01",94,6765,48
"Region Nordjylland","Hoteller og Feriecentre i alt","2008-10-01",93,6757,45
"Region Nordjylland","Hoteller og Feriecentre i alt","2008-11-01",87,6457,38
"Region Nordjylland","Hoteller og Feriecentre i alt","2008-12-01",84,6170,23
"Region Nordjylland","Hoteller og Feriecentre i alt","2009-01-01",78,6132,23
"Region Nordjylland","Hoteller og Feriecentre i alt","2009-02-01",82,6286,31
"Region Nordjylland","Hoteller og Feriecentre i alt","2009-03-01",85,6379,31
"Region Nordjylland","Hoteller og Feriecentre i alt","2009-04-01",91,6661,35
"Region Nordjylland","Hoteller og Feriecentre i alt","2009-05-01",93,6733,41
"Region Nordjylland","Hoteller og Feriecentre i alt","2009-06-01",94,6768,46
"Region Nordjylland","Hoteller og Feriecentre i alt","2009-07-01",94,6779,66
"Region Nordjylland","Hoteller og Feriecentre i alt","2009-08-01",94,6772,51
"Region Nordjylland","Hoteller og Feriecentre i alt","2009-09-01",93,6744,44
"Region Nordjylland","Hoteller og Feriecentre i alt","2009-10-01",92,6944,41
"Region Nordjylland","Hoteller og Feriecentre i alt","2009-11-01",84,6491,31
"Region Nordjylland","Hoteller og Feriecentre i alt","2009-12-01",81,6316,21
"Region Nordjylland","Hoteller og Feriecentre i alt","2010-01-01",75,5952,22
"Region Nordjylland","Hoteller og Feriecentre i alt","2010-02-01",78,6071,31
"Region Nordjylland","Hoteller og Feriecentre i alt","2010-03-01",82,6305,35
"Region Nordjylland","Hoteller og Feriecentre i alt","2010-04-01",94,6797,34
"Region Nordjylland","Hoteller og Feriecentre i alt","2010-05-01",94,6836,40
"Region Nordjylland","Hoteller og Feriecentre i alt","2010-06-01",94,6833,47
"Region Nordjylland","Hoteller og Feriecentre i alt","2010-07-01",94,6747,67
"Region Nordjylland","Hoteller og Feriecentre i alt","2010-08-01",94,6819,51
"Region Nordjylland","Hoteller og Feriecentre i alt","2010-09-01",93,6750,45
"Region Nordjylland","Hoteller og Feriecentre i alt","2010-10-01",91,6683,40
"Region Nordjylland","Hoteller og Feriecentre i alt","2010-11-01",80,6139,35
"Region Nordjylland","Hoteller og Feriecentre i alt","2010-12-01",76,5808,24
"Region Nordjylland","Hoteller og Feriecentre i alt","2011-01-01",73,5919,22
"Region Nordjylland","Hoteller og Feriecentre i alt","2011-02-01",77,6067,29
"Region Nordjylland","Hoteller og Feriecentre i alt","2011-03-01",79,6291,32
"Region Nordjylland","Hoteller og Feriecentre i alt","2011-04-01",95,7003,36
"Region Nordjylland","Hoteller og Feriecentre i alt","2011-05-01",96,7053,39
"Region Nordjylland","Hoteller og Feriecentre i alt","2011-06-01",97,7111,51
"Region Nordjylland","Hoteller og Feriecentre i alt","2011-07-01",98,7149,70
"Region Nordjylland","Hoteller og Feriecentre i alt","2011-08-01",99,7121,52
"Region Nordjylland","Hoteller og Feriecentre i alt","2011-09-01",97,7039,40
"Region Nordjylland","Hoteller og Feriecentre i alt","2011-10-01",92,6905,41
"Region Nordjylland","Hoteller og Feriecentre i alt","2011-11-01",85,6535,36
"Region Nordjylland","Hoteller og Feriecentre i alt","2011-12-01",82,6393,21
"Region Nordjylland","Hoteller og Feriecentre i alt","2012-01-01",76,6211,21
"Region Nordjylland","Hoteller og Feriecentre i alt","2012-02-01",80,6251,29
"Region Nordjylland","Hoteller og Feriecentre i alt","2012-03-01",85,6594,32
"Region Nordjylland","Hoteller og Feriecentre i alt","2012-04-01",94,6840,38
"Region Nordjylland","Hoteller og Feriecentre i alt","2012-05-01",96,6935,42
"Region Nordjylland","Hoteller og Feriecentre i alt","2012-06-01",97,6970,47
"Region Nordjylland","Hoteller og Feriecentre i alt","2012-07-01",97,6987,73
"Region Nordjylland","Hoteller og Feriecentre i alt","2012-08-01",97,6968,56
"Region Nordjylland","Hoteller og Feriecentre i alt","2012-09-01",95,6901,45
"Region Nordjylland","Hoteller og Feriecentre i alt","2012-10-01",91,6777,40
"Region Nordjylland","Hoteller og Feriecentre i alt","2012-11-01",85,6412,36
"Region Nordjylland","Hoteller og Feriecentre i alt","2012-12-01",83,6343,23
"Region Nordjylland","Hoteller og Feriecentre i alt","2013-01-01",76,6068,24
"Region Nordjylland","Hoteller og Feriecentre i alt","2013-02-01",80,6263,31
"Region Nordjylland","Hoteller og Feriecentre i alt","2013-03-01",85,6535,37
"Region Nordjylland","Hoteller og Feriecentre i alt","2013-04-01",91,6742,35
"Region Nordjylland","Hoteller og Feriecentre i alt","2013-05-01",94,6874,42
"Region Nordjylland","Hoteller og Feriecentre i alt","2013-06-01",94,6874,45
"Region Nordjylland","Hoteller og Feriecentre i alt","2013-07-01",94,6861,69
"Region Nordjylland","Hoteller og Feriecentre i alt","2013-08-01",95,7009,52
"Region Nordjylland","Hoteller og Feriecentre i alt","2013-09-01",93,6944,42
"Region Nordjylland","Hoteller og Feriecentre i alt","2013-10-01",89,6831,39
"Region Nordjylland","Hoteller og Feriecentre i alt","2013-11-01",81,6259,35
"Region Nordjylland","Hoteller og Feriecentre i alt","2013-12-01",81,6259,23
"Region Nordjylland","Hoteller og Feriecentre i alt","2014-01-01",80,6240,28
"Region Nordjylland","Hoteller og Feriecentre i alt","2014-02-01",84,6336,31
"Region Nordjylland","Hoteller og Feriecentre i alt","2014-03-01",86,6463,33
"Region Nordjylland","Hoteller og Feriecentre i alt","2014-04-01",96,6917,38
"Region Nordjylland","Hoteller og Feriecentre i alt","2014-05-01",99,7003,43
"Region Nordjylland","Hoteller og Feriecentre i alt","2014-06-01",99,7003,48
"Region Nordjylland","Hoteller og Feriecentre i alt","2014-07-01",100,7021,70
